order_id,customer_id,name,email,address,city,postal_code,state,country,product,category,quantity,price,total,order_date,payment_method
935f2b0a-a138-4ddc-a2d9-de5d6a18ce4c,624c69b6-b244-45a7-b7e5-848131c681ec,David Douglas Jr.,zrobinson@holmes.com,"889 Dodson Mills Suite 872, Colebury, SC 36848",Simsview,58155,California,México,Sell,Electrónica,3,615.73,1847.19,2025-01-28,PayPal
51d87c64-55fa-4ab8-858f-1f193c07c574,236c7b87-14a0-4ccb-8a47-6a87e49d681d,James Hernandez,perrymark@perry-clark.biz,"670 Evans Loaf, Medinaside, PA 29407",Robinsonchester,64155,Alaska,México,Improve,Deportes,2,56.2,112.4,2025-02-07,Contraentrega
67814c1f-cc53-4e36-addc-3e13ab3b4d37,77a6e17c-d72b-4108-aa40-5f12b963f37f,Veronica Ferguson,millerroy@yahoo.com,"5375 Juarez Light Suite 641, Smithside, MI 29890",Port Susanton,99359,Alaska,México,End,Ropa,4,372.7,1490.8,2025-01-11,Transferencia
2702878b-9f0f-4a8d-8537-9ff6d6d7b3b8,ab61a7b1-793b-4c32-a050-04943d114802,Travis Marshall,gary91@gmail.com,"Unit 1904 Box 9663, DPO AE 78108",North Heidi,40030,Utah,México,Plan,Hogar,2,99.7,199.4,2025-05-09,PayPal
90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,8861fe18-58e2-4888-8a83-81bec85aca46,Jacob Hunter,atkinsonlynn@gmail.com,"726 Jessica Run Suite 987, Grahamshire, MD 32678",West Nicolebury,98867,New Jersey,México,Over,Ropa,2,207.68,415.36,2025-04-01,Tarjeta de crédito
0758e201-561e-46d1-a105-716bab0e664e,2e8d0e87-5334-40e6-99d8-0b8d7e8adee7,Mr. David Ramirez,blackjames@gmail.com,"377 Mcguire Course Suite 363, Elizabethstad, OH 70089",Ronaldside,43858,Minnesota,México,Scientist,Electrónica,3,983.4,2950.2,2025-03-02,Contraentrega
3b048a8b-405b-4dc9-8e7e-d827455ac762,50c7c006-314d-4441-b8a6-171f1ee34dc4,Joshua Gill,javierwashington@lawrence.com,"52408 Joshua Center Suite 271, New Justinfort, MA 24665",West Shelleyfort,15454,California,México,Institution,Electrónica,1,55.99,55.99,2025-03-09,Transferencia
afbb411a-a123-4a8c-93b7-a88612f70c97,cfa701cd-2631-400b-a6d7-94d30db95301,Elizabeth Mcknight,yobrien@perez.info,"9909 Stacey Fords Apt. 412, East Andrea, AL 54046",Norrisfort,38676,Arizona,México,Each,Ropa,3,683.5,2050.5,2025-01-28,Transferencia
dc0f2fcf-b3f6-4e0d-8860-3b32b4fb0eb9,3bc1a987-aff8-454d-9238-d630743b65a2,Rachel Weber,owilson@hernandez.com,"947 Taylor Hollow Suite 488, Kimton, NE 96777",Cassandratown,12471,Iowa,México,Represent,Electrónica,1,74.4,74.4,2025-05-15,Contraentrega
f366bad4-964d-403f-9340-3faddc4ad56b,ac1aa554-c3c7-4611-bfe3-fa49054f92ff,Laura Hines,cstone@white-richards.info,"Unit 7565 Box 5125, DPO AA 91422",Robertsfurt,72603,Arizona,México,Look,Libros,4,942.78,3771.12,2024-12-21,Tarjeta de crédito
1dad09b2-52c2-4221-809d-360250843242,dd6ac7b8-6778-443b-85c5-b37af85e06a1,Virginia Sandoval,hbrown@yahoo.com,"703 Dunn Heights Suite 710, Lake Eric, AL 72885",Davisville,60983,Delaware,México,Raise,Juguetes,2,810.31,1620.62,2025-05-14,Tarjeta de crédito
b77350ca-eec2-49dc-bf95-897c276aa6ce,45ff2c83-b495-4b4e-8245-6fb44ab7706e,John Kennedy,patrickweeks@hotmail.com,"46584 Justin Hills, Grimesmouth, NJ 45737",Andreaside,49942,New Jersey,México,Worker,Libros,1,25.81,25.81,2025-02-04,Transferencia
b28f41de-fb14-4bc3-b04b-8590de9e3757,3bcabf85-620a-40ac-9261-549d3d225c30,Jennifer Flores,qhughes@hotmail.com,"Unit 7028 Box 9517, DPO AE 69438",Smithberg,54237,Tennessee,México,Clear,Deportes,2,687.39,1374.78,2024-12-18,Transferencia
43d88870-f81d-4aa1-8812-0a8e78308930,65c17795-b155-46bc-9f8d-ed9756abf2f1,Sarah Phelps,courtney78@gmail.com,"431 Good Trace, South Garrettport, AK 06529",Lauraport,47485,Mississippi,México,Lawyer,Libros,3,686.43,2059.29,2025-01-01,PayPal
90e0a95b-697c-4923-87fa-841a3e83b91f,2b840c67-2e18-4554-8ae2-8e66ae8a7813,Leon Reyes,jdurham@murray.info,"4821 Landry Radial, Daniellechester, KS 60379",Jamesfurt,63836,Connecticut,México,Economic,Deportes,4,500.23,2000.92,2025-02-16,Tarjeta de crédito
4bbe4aff-9326-4ffd-9be4-bf5192698698,059dd55d-4b94-4e30-b303-f438fe2110d0,Mary Hill,swall@lawson.com,"210 Kramer Bypass Suite 214, Julieburgh, DC 71202",Alyssaview,22068,Kentucky,México,White,Electrónica,3,181.63,544.89,2025-05-13,PayPal
ce7607ad-f7a6-4b94-bb5a-611af1b64afe,56b60afc-ded2-45d0-bf1e-83664b8e63d4,Julie Jones,zcoffey@diaz.net,"496 Rodriguez Fort Suite 098, Rosebury, CA 83784",Blankenshipport,85598,Nebraska,México,But,Ropa,1,266.19,266.19,2024-12-31,Tarjeta de crédito
4dead645-0986-4beb-b23e-323d0b9bd934,18e19331-1dba-4267-be1c-a5a1fef518a6,Joshua Price,umatthews@gmail.com,"9640 Robinson Mills, Port Michael, MN 71865",Bruceview,25379,Delaware,México,Thus,Hogar,4,757.81,3031.24,2025-05-13,Tarjeta de crédito
364c911a-a9ab-464a-9777-e8cb74685b98,f8999246-98de-4ebb-a3b5-cecea446be72,Richard Sanchez,caseyhubbard@willis.com,"2284 Daniel Way, East Alexisbury, MD 02569",West Brian,97719,Nebraska,México,Never,Juguetes,2,524.87,1049.74,2024-12-26,Transferencia
72c22a16-79eb-4168-9045-56e5bee3eb79,97fa7f04-8363-4007-9cae-9610c72c1fe3,Jonathan Dougherty,stephen00@boone-simmons.com,"15921 Joshua Roads Suite 698, Shawnchester, WY 92484",Port Dianaside,94982,Indiana,México,Law,Juguetes,2,572.02,1144.04,2025-03-01,Transferencia
56c438e4-69ef-4fb1-ba7e-8e14e359eee1,6a7e4c36-6613-4e69-b418-8109d3d1bf0f,Emily Edwards,stephanie71@gmail.com,"1528 Brenda Points, Elizabethchester, TN 98842",Parrishton,38201,Rhode Island,México,Forget,Hogar,1,969.89,969.89,2025-02-10,Transferencia
36760ce5-81e5-49f6-93f2-77cc1a85910d,39681c81-7b70-43b8-a81f-dec3279c658a,Hayley Hawkins,audrey68@austin.com,"455 Howard Divide Suite 120, Lake Alyssafurt, NH 45182",West Larry,43018,Wyoming,México,Year,Ropa,2,455.26,910.52,2025-03-24,PayPal
0d77c5a0-e222-46a6-95bf-be9798a21f1c,9e2aa4ac-c122-45b3-a84c-03d227d415b6,Brad Ramos,alawson@yahoo.com,"6149 Rose Inlet, East Randallton, IL 40008",Port Derrick,33992,Maine,México,Generation,Deportes,2,895.88,1791.76,2024-12-27,Transferencia
6e3f683a-bf3c-4140-bf54-a51101fa964e,88575117-6155-4667-a112-507c2cfa55b0,Kathryn Whitaker,sandersjudy@yahoo.com,"9696 Roberts Lodge, West Georgemouth, UT 47929",South Meganbury,57605,Pennsylvania,México,Institution,Deportes,2,730.0,1460.0,2025-03-15,Tarjeta de crédito
4f6e274b-deda-4027-a550-f74a1422373f,5543fc3c-38b8-424e-96ea-57b3beed10b6,Angela Schultz,michael23@thomas.com,"77997 Lin Road, Edwardland, NV 83257",Laurashire,07863,Minnesota,México,Movement,Libros,3,97.61,292.83,2024-12-18,PayPal
09a0a0f6-73b0-4091-b634-c1694f76e388,497de16d-d4ea-420a-9e65-96540e9058b6,Sean Wyatt,ycarpenter@hotmail.com,"PSC 7935, Box 9782, APO AE 59551",Port Rachelmouth,94127,Colorado,México,Mother,Libros,3,525.63,1576.89,2025-04-08,PayPal
b526b22d-3f6c-41f7-8a05-37f02c2cd22b,86295b5d-707d-4251-bdb1-429e7010ed13,Caitlin Watson,vortiz@hotmail.com,"51864 Cummings Shoals Apt. 519, West Kyle, UT 87288",Andersonland,41078,Oklahoma,México,However,Hogar,2,332.08,664.16,2025-04-07,Contraentrega
20b71785-d02c-40c1-9417-0a17caaa5bbe,f275b5f3-d436-47a8-b3ec-b951ab8cbf97,Melissa Fox,andrew42@gmail.com,"32214 William Plains Apt. 592, Mooreburgh, UT 82386",Lake Samuel,54353,Mississippi,México,Require,Juguetes,4,749.85,2999.4,2025-04-22,Transferencia
9c4ffb46-71b7-41aa-b836-f5713ccec76c,c8a723e9-bfa0-46c2-809c-b50648f1096d,Joseph Collins,michealvalentine@yahoo.com,"8862 Laurie Dam Suite 075, Lake Meghanville, CO 21513",Shannonhaven,19814,Nevada,México,Benefit,Deportes,3,830.45,2491.35,2025-05-29,PayPal
e27718c5-737d-4fb6-9113-76e038d77b9a,6a36af18-06d3-4b93-ae33-688d597e6845,Jonathan Young,jeffrey51@santos.com,"PSC 7277, Box 9010, APO AA 28767",New Shelby,80308,North Dakota,México,Land,Deportes,2,965.6,1931.2,2024-12-25,Transferencia
4d183eba-3cd5-4d7f-89c1-0669c6b33fe6,6b79afcc-3d0a-4f0c-8c39-4ec71f317405,Lisa Brown,chenbailey@hotmail.com,"95396 Elizabeth Corner Suite 188, South Morganton, MS 49430",Juliestad,09356,Minnesota,México,Effect,Electrónica,4,547.27,2189.08,2025-04-25,PayPal
c5811d2d-1a89-471e-a0d5-72c8a837fe68,551ff086-c1b5-45ca-bc35-36df94f79dba,Harold Morgan,epollard@white.info,"30548 Hays Plains, Kingborough, MI 06766",Joshuastad,57773,Montana,México,Six,Electrónica,1,303.31,303.31,2025-02-27,Transferencia
56cb1ab0-62fb-46d7-b4db-ca07e506f670,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,Tim Stone PhD,jordanwanda@gmail.com,"15447 Jackson Mills Suite 705, Hillton, TN 84061",Coxburgh,04582,Georgia,México,Time,Juguetes,1,83.81,83.81,2025-03-31,Transferencia
08e895d7-702c-4821-8804-0fb7ad973b67,c74cc890-3c6a-4174-9136-34a520509c62,Heidi Herring,erikarush@wallace-jones.com,"4310 Victor Loaf Apt. 447, New Justin, NM 26738",East Melissamouth,23131,Virginia,México,Light,Electrónica,3,429.17,1287.51,2024-12-21,PayPal
d8741408-f7b2-47c7-ae92-ea71cf7dcb43,58f0dd23-aaf7-4c67-91d0-8109fc902838,Krista Roberts,jenniferho@hotmail.com,"313 Joel Park Apt. 589, Tannerside, RI 11801",West Raymondfort,69404,Nebraska,México,Specific,Libros,1,206.73,206.73,2025-02-21,Transferencia
20156a72-12e1-43a6-932c-ae01d2c65ee4,12fc7a87-a470-4d48-9128-b9b1f8ede0ca,Michael Cooper,ryanbartlett@guerra.com,"3584 John Roads, Davidport, ND 12746",New Shelly,20711,Hawaii,México,Reason,Hogar,4,23.94,95.76,2025-04-04,Contraentrega
566e3cbe-9aea-422f-a6e9-87cab87b6384,0a8bb5b4-9049-4583-ac86-a890d7b00bdc,Alyssa Williams,katiebutler@hotmail.com,"473 Evans Cliffs Apt. 276, Marshallmouth, FL 41471",Jessicastad,52761,Florida,México,Soon,Juguetes,3,709.79,2129.37,2025-02-13,Contraentrega
51b1943c-1b2e-4edb-8fc8-5fc083d5bceb,44790612-1f5d-488f-b76a-bf093de28859,Charles Williams,kwright@yahoo.com,"USNV Lee, FPO AE 65809",Jimenezport,65692,Alaska,México,Believe,Hogar,3,792.27,2376.81,2025-02-18,Transferencia
3da06476-f778-4676-b50d-112e8164ceec,0c74dc0f-5a57-4539-9556-0a2d3713b466,Johnny Khan,amanda16@gmail.com,"5060 Michael Heights Apt. 687, Marciaville, CT 52130",Lauramouth,73617,Mississippi,México,Someone,Hogar,3,83.3,249.9,2025-01-01,PayPal
66c14dca-8255-4a61-9a3b-031932f57510,09f64405-0b99-4034-8a4e-255280051b10,Gary Wells,catherinerobertson@yahoo.com,"USNV Martin, FPO AP 97405",Brittneyhaven,67310,Ohio,México,Might,Deportes,3,654.57,1963.71,2025-04-20,Transferencia
d0d4ea67-7992-4faa-8cbf-131d901bcdef,ac7e937c-54cc-4e2a-9e4c-b287044251db,Jason Parker,pbaker@lane.com,"30913 Scott Manor Apt. 636, Salaston, DC 68485",New Mark,87300,New Mexico,México,Never,Deportes,4,864.47,3457.88,2025-02-15,Contraentrega
75ac824c-2c55-4ef7-b4e9-573450521700,8bd88fcd-57a2-4e4e-887b-03e5e980f808,Raymond Le,plee@yahoo.com,"4375 Bailey Underpass, Keithshire, ND 50268",Cardenasberg,38571,Arizona,México,Field,Libros,4,454.96,1819.84,2025-04-21,Contraentrega
713f8f8c-ec8b-4537-98ab-4778143b45e3,7aa4f052-bf51-4362-81a6-4feda7edc8d8,Ronald Nelson,danielyang@gmail.com,"301 Rivera Mountains, Lake Kellitown, GA 53835",Woodsborough,99579,Maine,México,Full,Ropa,1,72.92,72.92,2025-01-28,PayPal
c4cb294f-e86e-4e63-8f25-477da55990e7,3b72c86d-92fa-475f-a6fd-0cb116e6e5c0,Miranda Zuniga,lkhan@osborn.info,"04991 Mitchell Row Suite 287, Jamesville, GA 96330",Wongburgh,02347,West Virginia,México,Green,Hogar,3,672.15,2016.45,2025-05-06,Contraentrega
c1dd484a-aca5-4d95-915a-1c304b86b5a1,db2c6ac8-9c67-4393-aced-3c0d317304b5,Jennifer Patterson,moralescody@gmail.com,"46374 Turner Stream, West Desireebury, TN 15996",Parkerfurt,90426,North Carolina,México,Wind,Electrónica,1,732.31,732.31,2025-05-26,Tarjeta de crédito
4f9c4027-c514-4d98-b41c-504fe346f415,ea87855e-a382-45d3-9e0e-f546b0b6dedf,Holly Walker,vhernandez@brooks.net,"91878 Miller Port, North Mariahaven, OK 70842",East Mark,68703,New Hampshire,México,But,Electrónica,4,281.97,1127.88,2025-04-15,PayPal
7d23d479-9549-4a82-b787-ef8d3495311e,720b274b-82a7-4586-a61d-9cde1747f387,Jody Palmer,hansenemily@yahoo.com,"0391 Rodney Squares Apt. 801, Johnsonchester, WI 18251",Brooksfurt,59291,Missouri,México,How,Deportes,3,477.49,1432.47,2024-12-19,PayPal
dfe2c0a0-a96b-4c42-b6d2-2a7baec76a82,dc3bbdd8-a74e-42a9-a20b-9ea98a0f9508,Christopher Medina,maryavila@ford-ball.biz,"75243 Antonio Shore, Mendeztown, IL 09320",New Arthurton,32578,West Virginia,México,Another,Deportes,1,971.99,971.99,2025-02-20,Contraentrega
379ef467-8a2d-42e6-bbfd-a8a6705fddf5,0e731dd7-c6ac-4b04-9d1d-6cd1c11f6bf5,Wyatt Young,joel28@gmail.com,"89268 Williams Key Suite 856, Hernandezfurt, WV 71008",Allenbury,39919,Virginia,México,Charge,Libros,3,763.18,2289.54,2025-05-09,Tarjeta de crédito
8ff8869d-0ec0-413d-aa2c-7a517688d11f,8eaa5841-6aa0-426d-b7c0-d5f769a53b4f,Jasmine Scott,nielsenmelanie@gmail.com,"46990 Jacob Trace, South Jason, MA 40240",East Sharonville,98395,Wisconsin,México,Measure,Juguetes,2,243.63,487.26,2025-05-30,Contraentrega
b42a2d93-9aba-4f15-b214-90623e1a963e,3d44cb2c-ea45-4a41-a589-ada1345af934,Patricia James,jose87@yahoo.com,"3556 Anna Forges Apt. 048, Phillipsborough, IN 50287",South Andrea,90265,Michigan,México,Even,Libros,2,498.86,997.72,2025-05-01,Contraentrega
b93b17fb-f76d-45fd-bd16-45a0d253d966,75f8e3a8-7d97-4c0f-bd56-09c4a4461663,Robert Jackson,sabrinaweaver@hotmail.com,"USS Combs, FPO AE 88085",Port Adamberg,83168,Iowa,México,Author,Libros,1,713.56,713.56,2025-04-20,Transferencia
8177b661-37fe-432c-8257-185126a9e100,9e2a7324-0f79-48a7-9f8a-14bd74bd0c93,Taylor Durham,smithandrea@gmail.com,"408 Drake Fall Apt. 182, East Christine, MI 35539",Millerfurt,60662,Oregon,México,Either,Libros,2,35.16,70.32,2025-04-18,Tarjeta de crédito
d3fbe043-af1d-4a1a-8ccb-235539d1c7ff,fdde64af-a75b-495a-94a3-4f7fd90dd19b,Olivia Davis,dtran@hotmail.com,"76591 Jerry Ways, Nelsonland, KY 71677",East Sarahmouth,02553,Indiana,México,People,Deportes,1,209.7,209.7,2024-12-31,Tarjeta de crédito
d226a8b3-b674-410d-9218-c9d6c093bfb0,4c9d6907-13b2-4cec-adca-bf9465f6ba53,David Davenport,patrick21@hotmail.com,"16315 Novak Islands Apt. 477, West Angela, NE 24846",Millerport,32803,Virginia,México,Back,Deportes,4,640.05,2560.2,2024-12-19,Transferencia
b630794d-6147-4deb-a77b-06674499d0a6,bd5a0c9e-277e-40aa-a247-541dc8ad0899,Isaac Davis,rward@gmail.com,"7888 Garcia Corners, Angelamouth, MS 02118",Robertland,95507,Oklahoma,México,West,Deportes,4,567.64,2270.56,2025-01-20,Transferencia
af70de70-2b69-495e-8567-1b58926bffa5,44d7df9a-238b-45b7-ab64-777c6177a771,Johnny Brown,robert71@yahoo.com,"799 Stephen Dale, Adamfurt, RI 50293",Scottchester,85833,Rhode Island,México,Century,Electrónica,4,908.49,3633.96,2025-01-31,Transferencia
b1fead13-f280-4f1d-9a6c-0db952171c88,2d79a2d1-506e-40c7-baa0-61e9336b00cb,Tracy Carter,markramirez@yahoo.com,"828 Stephanie Mountain, South Lauren, UT 09565",Chambersberg,83513,Maryland,México,Effort,Juguetes,3,608.37,1825.11,2025-01-22,PayPal
6c521d13-b719-4b68-a775-ee42a89e22f2,72f60958-12ef-4101-a082-786fca00ef58,Karen Morales DDS,gibbsmichael@hotmail.com,"35290 Rasmussen Isle, Rodriguezville, IN 67436",South Neil,61195,Wyoming,México,Respond,Juguetes,3,758.0,2274.0,2025-03-28,Tarjeta de crédito
584fc85b-2697-484d-801e-8690b0c07fcc,1ac3bf31-7b96-42d1-8649-bcf6ff69723d,Thomas Miller,larry73@webb.info,"10512 Zachary Plaza Apt. 586, Hallfurt, HI 24931",Fosterborough,59427,Pennsylvania,México,Laugh,Deportes,4,943.43,3773.72,2025-02-17,Transferencia
34ae4abd-36fc-40ac-b469-8db30123a348,cf08ea54-b429-4924-8098-675047419b48,Laura Lloyd,mark71@lambert-burns.com,"155 Williamson Via Suite 991, West David, DE 24493",Heatherhaven,51417,Nebraska,México,Pick,Libros,3,296.85,890.55,2024-12-30,PayPal
2f8d8ded-6c4c-450b-a23a-d0fc93267d25,b184d1fc-8991-401a-a2b0-3c4b7c966b55,Tara Thompson,lroberts@wilkinson-harvey.com,"USCGC Taylor, FPO AA 74108",Ortizfort,54978,Virginia,México,Though,Libros,2,881.66,1763.32,2025-02-28,Tarjeta de crédito
90bde900-1529-46f5-aad1-1fe87d1b695e,38749f3c-c2d4-4b56-8bbe-d98007e67cb0,Donald Medina,xcunningham@dunn-wilson.com,"078 Veronica Cove Apt. 407, Michaelland, DE 31557",Port Joan,90827,Minnesota,México,Traditional,Deportes,2,810.04,1620.08,2025-04-21,Transferencia
2a7dc57c-6d9c-4b50-a1fd-41879c3a1e0b,34e50699-c8eb-427a-a3a4-e70e9dbc15c0,Renee Hudson,mariopadilla@yahoo.com,"60422 Dustin Islands, Port Megan, NM 19135",Courtneyfurt,59744,California,México,Property,Deportes,1,114.44,114.44,2025-05-07,PayPal
67213a70-17d5-4f59-84d5-98f7e14fe093,b1d81887-4739-4c7b-bff3-0c8d83ff3e96,Jackie Clements,meltonmelanie@gmail.com,"518 Robinson Meadow Apt. 745, Matthewshire, OK 64115",Patriciaton,06522,Connecticut,México,Produce,Hogar,4,805.64,3222.56,2025-05-05,Transferencia
1fce01e3-042b-43ca-b5a7-2686d6321d31,70f81dba-2871-4b9b-9b8f-0e32edef5003,William Patterson,erik41@ward.com,"361 Aaron Neck Apt. 293, Smithmouth, DE 55854",South Chad,50710,Colorado,México,Side,Hogar,4,422.34,1689.36,2025-05-09,Tarjeta de crédito
5e1885c3-5037-4d6b-9a6b-6a7d1a38aad6,61fa01ba-231a-47c7-8c9b-ff5ce1887eaf,Nicole Anderson,morenoalan@martin.com,"PSC 9731, Box 1219, APO AP 50836",Sylviamouth,18828,Kansas,México,Factor,Libros,2,543.95,1087.9,2025-04-08,Transferencia
99db1302-8dab-46d3-bf87-dfc2159152f2,48f091f0-9b8b-48ae-b89f-3a92999a1d86,Melissa Abbott,aprilhicks@hotmail.com,"76137 Allison Bridge, Sarahberg, OK 55664",Amyburgh,62237,Wyoming,México,Baby,Juguetes,2,130.87,261.74,2024-12-07,Tarjeta de crédito
431e930f-0387-474d-9149-d096965d744f,0f7ae302-ec2e-4815-8a32-17d2373aedf8,Jennifer Mitchell,fmiles@hotmail.com,"1418 Terri Drives, Peterland, UT 57843",North John,57449,Delaware,México,Long,Electrónica,1,324.82,324.82,2025-04-01,Transferencia
aa8430f8-4f2d-4233-8e16-5b129bdc70d1,2cf72140-bd9b-4648-a876-1e85bddfa03a,Michael Miles,hbenton@logan.com,"105 Nelson Circles Suite 917, Dixonton, OK 22374",Ericville,75724,Utah,México,Several,Ropa,1,279.41,279.41,2024-12-26,PayPal
00a85473-8242-4912-bda3-c1623a78b64a,03254fbd-dce8-41c5-9bd3-0aec0b461173,John Reyes,sarahmathews@pratt.com,"541 Wilson Spring Apt. 238, South Caseymouth, LA 41224",Christophermouth,01545,Mississippi,México,Deep,Electrónica,3,432.84,1298.52,2025-01-29,PayPal
bd54da04-4dcd-4009-88d5-77179055a36f,5e472e22-76c3-4642-be19-fc1d9f6a6a65,Katherine Barton,edwardrandolph@hall.com,"USS Blake, FPO AA 97242",Daltonhaven,31718,Nebraska,México,Million,Libros,4,359.04,1436.16,2024-12-15,Tarjeta de crédito
b62edb49-2472-46a4-bf38-b918f8f9a45d,ebd8a3b1-0b3d-4c36-97d0-981047a2a10b,Ryan Gutierrez,fvillegas@hotmail.com,"619 Ryan Curve, West Jose, MO 92346",Louisview,31120,California,México,Yet,Electrónica,3,16.88,50.64,2025-01-12,Contraentrega
95af6d0c-c528-4425-87a9-f33c22d839d3,2a147a96-1b0c-42eb-a7c8-fc6c1be5a4c3,Erik Martinez,shannonford@gmail.com,"903 Hernandez Station Apt. 568, Lake Kentburgh, MO 59771",North Steven,18823,Delaware,México,Actually,Electrónica,4,538.75,2155.0,2024-12-15,PayPal
38e7e019-fb89-46c8-87ec-fe71d49347fc,668c879b-d2dc-42c8-b2b8-d8aa21768dd7,Mark Newman,johnsoncaleb@hotmail.com,"51070 Sandra Meadows, Crawfordfurt, NE 23151",Jasonburgh,36543,Louisiana,México,Like,Hogar,2,229.89,459.78,2025-05-24,Contraentrega
9e825aae-9d36-46a1-88de-c921260cb547,4b8c031f-a5b4-4983-beeb-c04a9df2372e,Dr. John Miller MD,dawnrobles@gmail.com,"5787 Durham Parkway, Paulburgh, MD 78766",North Paula,37323,Arkansas,México,Table,Libros,3,276.72,830.16,2025-03-05,PayPal
95804c2a-c44f-44b8-9b80-b8d18788dfed,28dd2bfd-f956-4e95-bb96-4c74ffe62994,Matthew Adams,barbaramcgrath@kelly-combs.com,"590 Meza Port Apt. 937, Gregoryton, AR 30991",North Alisha,00590,Michigan,México,Whose,Ropa,4,943.48,3773.92,2025-04-02,Contraentrega
573bfc17-2167-435e-8e73-34f233932b6c,cd6bb03b-eb35-47a0-ad6e-0291b7893986,Erica Johnson,mathismichelle@brooks.biz,"5226 Banks Extensions Suite 392, Parkerport, HI 96030",Lake Stacyfurt,74882,Arizona,México,Court,Hogar,2,226.58,453.16,2025-03-30,PayPal
